day,customer_id,total_sales
2021-01-07,25557,195.9
2021-09-22,32611,148.1
2022-01-02,20177,162.82
2021-01-20,25157,115.06
2022-04-19,27539,142.37
2022-02-21,1195,204.89
2022-02-25,7717,78.62
2022-03-14,11821,192.03
2021-08-31,29524,67.29
2022-04-30,27472,180.29
2023-04-26,59220,163.35
2022-05-28,57360,90.04
2023-01-30,2082,104.9
2022-12-25,20592,217.62
2022-09-26,22912,76.92
2021-12-12,14045,145.9
2022-05-31,50304,145.72
2021-10-18,40341,144.23
2022-01-27,22567,195.43
2021-12-03,19563,64.43
2023-01-11,15227,184.71
2021-07-17,16259,217.7
2021-07-31,54143,162.25
2021-07-08,22782,79.84
2022-12-15,57756,185.06
2021-02-02,36913,81.57
2023-02-22,58183,93.07
2021-04-19,50567,110.1
2022-01-07,30213,184.78
2022-03-05,55824,195.7
2021-05-10,27165,208.45
2022-12-22,6136,99.33
2021-10-18,32996,75.79
2023-01-04,9237,100.63
2021-09-12,46044,165.9
2021-10-16,9748,155.17
2023-03-18,55446,88.8
2021-09-11,12247,212.89
2021-12-20,112,213.17
2022-07-20,55573,178.02
2022-07-02,61588,87.43
2021-05-09,7237,85.26
2023-04-04,23502,77.65
2023-01-05,43359,191.05
2022-08-04,34623,120.59
2022-04-09,46674,177.29
2022-07-21,16121,147.13
2022-10-25,63793,174.42
2021-04-23,41895,66.67
2021-03-11,23391,104.99
2023-01-28,2593,156.63
2021-08-06,49563,74.26
2021-04-25,60401,189.06
2022-11-13,37589,68.65
2022-02-28,49412,182.67
2022-04-04,36025,210.84
2021-03-19,49612,83.77
2021-12-30,57916,185.62
2022-07-10,21474,208.72
2022-03-15,39005,94.79
2022-01-17,38829,117.04
2021-10-02,21724,125.21
2022-04-29,43773,78.64
2022-11-09,10338,136.05
2021-02-16,62246,148.44
2022-03-22,3304,121.43
2022-09-22,8397,118.48
2021-04-26,36030,183.44
2021-12-14,26514,124.51
2023-04-26,61895,126.39
2022-06-15,61761,116.26
2021-06-05,59447,162.33
2022-08-07,42856,89.06
2022-12-17,29732,139.99
2022-10-03,54433,167.26
2021-07-25,63810,167.85
2021-07-03,44760,183.13
2023-04-21,23037,178.35
2021-03-11,5513,67.84
2021-08-28,23522,129.44
2023-03-07,59471,190.36
2021-07-12,63564,201.91
2022-10-23,62795,101.38
2022-05-12,13952,91.62
2022-08-30,32406,168.61
2022-06-23,55030,130.46
2022-03-29,29251,117.42
2022-01-23,56375,79.56
2021-03-06,37070,183.76
2022-05-26,31350,147.62
2022-03-19,20453,94.48
2022-01-12,26123,92.03
2021-04-05,15009,65.45
2022-01-14,46670,78.29
2021-06-10,27184,62.8
2021-09-24,38135,177.92
2022-09-26,20277,87.97
2021-10-24,36715,163.24
2022-11-21,34549,181.02
2021-09-27,48575,139.72
2021-01-09,5699,168.21
2021-07-01,20904,115.98
2021-06-24,3740,169.61
2021-07-17,24248,116.26
2021-12-08,34145,95.85
2021-06-14,3341,115.49
2021-05-09,53554,211.96
2021-09-28,64232,174.93
2022-11-11,55188,108.43
2021-06-23,37166,124.3
2021-01-11,4836,74.71
2022-04-27,3665,97.76
2022-10-21,50473,67.84
2022-04-08,3505,181.59
2022-04-29,34580,92.64
2021-07-03,45171,74.4
2021-12-07,33123,68.21
2021-11-29,51970,139.83
2021-09-18,61869,109.68
2021-08-14,50224,86.47
2021-02-13,58049,97.07
2022-04-16,45637,118.98
2022-07-23,2167,110.3
2022-08-21,42486,162.07
2021-03-02,48593,82.14
2022-03-02,2260,128.0
2021-01-01,20557,216.04
2022-11-22,30483,76.15
2021-01-09,56874,63.13
2021-05-05,35710,163.02
2021-12-24,32517,147.21
2023-01-06,54394,205.63
2022-06-17,18741,156.67
2021-02-27,29037,164.2
2022-12-19,28872,175.22
2022-10-30,2915,143.06
2021-06-21,12670,69.93
2022-04-23,26863,192.24
2022-07-15,8406,155.27
2022-08-11,16685,180.57
2021-09-23,18175,106.89
2023-02-24,31952,63.48
2023-04-27,24321,116.11
2022-05-17,60426,107.35
2023-03-05,35711,205.62
2023-03-27,32679,123.74
2021-12-28,58707,118.49
2021-03-29,44309,154.14
2021-04-12,40792,166.53
2022-02-10,31024,105.27
2021-02-14,24439,197.72
2022-05-14,27374,74.36
2021-02-12,14278,103.45
2021-12-27,41641,185.31
2023-02-13,10064,77.97
2021-11-20,49138,207.47
2021-01-31,31992,74.05
2023-01-27,62128,161.09
2021-06-27,47182,99.12
2022-10-05,38818,134.48
2022-02-06,57657,210.22
2021-08-06,61903,189.15
2021-09-04,16268,198.41
2021-10-17,34153,134.2
2022-02-26,3562,202.07
2022-12-31,23052,98.68
2021-11-22,35913,86.49
2022-04-22,38038,217.51
2022-10-15,42749,180.29
2022-07-15,2257,150.71
2021-01-26,56685,162.75
2023-03-12,58003,175.52
2021-02-25,53401,148.25
2021-10-10,1020,175.14
2022-10-06,56266,138.03
2023-03-16,44461,165.02
2021-05-16,25345,108.12
2021-06-20,59812,213.8
2021-01-19,6995,148.95
2022-09-08,57780,99.24
2022-11-16,14943,152.5
2021-06-10,6794,189.3
2022-10-17,49444,113.4
2022-08-04,23015,119.8
2022-06-07,46781,159.32
2021-04-07,9353,183.78
2021-04-08,7048,65.56
2022-07-07,51778,190.5
2023-01-04,22666,87.64
2023-03-06,14755,113.52
2021-03-20,27601,161.47
2022-12-02,11706,79.42
2022-03-09,35691,197.47
2021-07-24,55095,125.35
2022-08-21,62091,85.58
2021-12-24,51881,140.18
2023-02-18,53819,91.72
2022-11-25,24294,190.82
2021-07-10,6053,132.03
2022-03-04,1026,189.15
2021-05-05,48254,191.65
2023-01-19,20262,192.41
2021-01-12,10872,198.51
2023-03-09,9370,110.99
2022-01-31,32999,178.82
2022-05-27,21778,145.08
2021-06-09,46789,145.22
2023-01-15,39565,158.29
2021-01-19,25570,214.3
2023-02-23,26462,181.76
2023-04-18,61903,75.88
2021-10-27,52576,207.56
2022-01-06,51494,168.1
2023-01-19,17086,96.56
2021-03-30,58964,135.29
2022-01-28,64629,157.77
2023-04-10,53345,129.35
2021-01-27,22945,182.12
2022-01-16,37129,103.37
2021-10-14,46040,90.61
2021-02-23,26808,117.46
2021-04-15,57304,217.64
2022-12-31,12308,127.7
2022-01-07,53638,144.89
2021-12-14,26271,91.89
2022-07-16,11900,168.27
2021-06-09,25597,211.69
2021-08-21,39278,66.04
2021-10-17,1074,75.72
2022-02-09,17801,134.07
2021-10-16,57424,200.48
2022-12-29,32217,215.44
2021-07-19,13024,107.94
2023-01-23,36682,205.31
2022-08-01,58850,153.04
2021-06-22,7937,174.63
2023-04-08,58869,103.92
2021-12-05,59185,89.96
2022-02-27,22990,113.09
2021-03-13,26700,103.46
2022-07-04,55256,67.61
2021-06-26,46225,210.72
2021-12-22,24034,187.52
2021-02-14,35793,117.91
2022-08-15,45063,65.0
2022-10-12,55520,176.77
2021-11-20,48238,75.59
2022-02-28,21035,164.57
2023-01-05,6630,91.7
2022-07-13,22143,114.21
2021-07-30,9485,177.16
2022-12-12,34124,67.93
2023-03-24,59554,214.47
2022-04-11,8135,135.5
2021-02-14,23903,96.12
2022-01-25,7636,135.38
2022-05-04,24442,124.26
2023-02-12,54454,119.58
2022-06-25,14598,129.14
2022-08-29,50379,117.69
2021-02-11,50611,141.74
2022-09-04,22982,78.43
2022-04-09,19513,189.73
2022-09-04,30267,145.41
2023-04-25,119,129.96
2021-01-05,33577,133.21
2023-01-14,3759,128.01
2021-08-04,39379,156.63
2022-08-21,14104,185.96
2022-10-10,49431,145.93
2022-11-01,51970,197.54
2022-12-25,27749,129.59
2022-10-18,29554,142.39
2021-07-23,56981,132.29
2023-04-27,30228,166.57
2023-02-27,26463,134.87
2022-03-08,22603,167.15
2022-03-23,54794,153.92
2021-05-11,11799,182.87
2021-08-23,44482,196.47
2021-08-11,10791,192.14
2022-03-22,29325,76.84
2022-08-11,14959,155.03
2021-03-20,2595,73.09
2021-03-13,33097,139.61
2023-02-27,8232,64.77
2021-12-02,48780,104.81
2022-07-17,56062,123.63
2023-02-06,40450,145.69
2023-02-24,57275,92.89
2022-11-24,60686,167.24
2021-05-03,59862,161.25
2022-03-17,5387,143.21
2023-03-27,86,172.25
2021-07-29,27551,132.62
2023-04-13,27980,187.25
2022-04-26,7207,135.37
2021-10-15,58135,143.0
2021-10-21,38990,138.85
2021-05-12,29329,204.57
2021-05-23,53016,106.51
2021-01-28,27208,139.68
2022-01-05,3822,92.77
2022-06-05,19895,199.95
2021-02-04,4735,182.48
2022-12-04,54166,189.92
2021-09-30,37225,164.74
2022-01-25,1072,115.48
2021-06-26,6671,129.19
2021-09-17,4062,144.5
2021-10-25,17775,138.14
2022-08-14,38982,127.58
2023-01-26,32311,174.15
2021-10-26,11097,152.44
2021-04-27,32226,213.9
2021-05-09,38774,203.78
2023-04-20,64339,147.56
2022-06-01,13966,195.83
2021-11-11,41457,149.11
2021-10-03,16953,194.43
2021-01-11,51880,205.74
2021-06-27,63043,210.12
2021-04-01,25582,145.83
2021-11-21,17562,118.97
2021-07-31,21157,122.98
2021-01-08,19660,92.42
2021-08-17,19403,216.88
2021-03-14,55915,94.0
2022-09-07,45638,123.45
2023-03-25,49486,175.35
2022-08-09,6909,104.03
2021-07-22,35570,187.7
2022-04-19,22782,81.87
2021-08-31,54539,214.58
2022-05-29,62443,199.32
2021-04-15,18305,117.39
2021-08-15,7062,103.51
2022-01-05,45219,78.87
2021-01-11,8374,188.19
2023-04-06,32760,218.12
2023-03-20,19878,83.72
2021-04-07,54058,165.17
2023-01-25,7946,164.42
2022-04-15,21014,80.07
2022-09-26,32732,79.22
2022-11-14,25825,160.37
2021-05-06,58303,63.06
2022-01-14,8622,124.7
2021-07-05,17915,95.07
2021-12-07,53796,100.58
2023-01-18,47471,105.07
2023-02-26,37986,208.83
2021-05-29,24792,179.73
2023-01-08,5103,141.51
2022-10-24,2734,90.53
2021-11-11,48693,188.75
2022-02-02,19929,177.39
2022-05-23,63006,117.52
2022-11-13,16271,87.52
2022-07-10,39760,138.49
2022-07-28,19156,88.85
2022-04-14,62376,214.86
2022-03-16,18105,131.86
2021-02-15,42512,71.71
2023-04-25,23984,90.01
2023-03-30,25144,104.93
2021-03-24,34068,103.54
2022-04-27,60379,115.35
2022-04-08,13175,104.17
2022-03-28,2737,90.41
2021-06-06,4576,206.57
2021-09-17,24787,180.71
2023-01-31,39589,68.1
2022-07-30,62202,143.18
2021-04-06,5855,205.21
2021-10-27,19613,160.94
2022-03-04,54604,101.91
2022-12-11,21993,178.48
2022-08-17,27755,199.93
2022-08-11,636,173.13
2022-12-01,29302,181.35
2023-02-18,52590,100.81
2022-12-03,59243,188.55
2022-11-10,849,133.48
2021-06-22,57348,95.0
2022-04-22,54764,69.66
2022-01-29,59341,159.25
2023-03-13,59026,143.86
2022-11-28,40836,192.97
2021-07-23,26954,166.49
2023-03-01,56901,156.48
2022-02-20,50149,195.36
2022-01-20,22928,122.55
2021-11-13,46924,133.04
2022-06-25,59642,108.9
2023-01-29,56469,133.59
2022-04-19,58070,143.17
2021-05-27,10598,201.5
2022-08-26,53488,217.99
2023-02-09,34851,106.24
2022-10-05,60618,132.58
2022-09-20,7491,71.56
2021-11-24,48956,126.62
2022-09-26,44507,84.8
2022-09-13,55705,122.56
2022-03-14,52457,104.44
2022-02-17,63795,156.24
2021-01-16,27035,213.53
2022-12-17,39436,120.18
2021-02-22,512,188.36
2021-01-29,5072,127.13
2021-08-31,3305,147.11
2021-09-23,21681,85.53
2022-12-27,29374,119.48
2021-09-25,13987,122.11
2023-03-18,12403,153.55
2022-04-15,47583,159.59
2021-03-28,61630,215.54
2021-03-17,54075,95.06
2021-12-20,47550,135.49
2022-01-24,32005,144.2
2022-07-20,57268,172.34
2021-09-09,583,164.81
2021-10-26,55827,152.37
2021-10-28,27995,170.96
2021-10-25,33402,215.3
2021-01-05,14917,181.45
2021-05-24,47944,181.94
2023-04-28,26714,98.9
2022-12-28,3078,127.59
2022-04-25,5060,89.59
2021-10-18,60734,207.39
2022-09-27,52115,182.68
2021-01-16,23067,129.65
2022-10-18,3463,112.4
2022-02-08,34756,124.06
2023-04-23,57720,151.42
2022-07-07,2445,100.75
2021-03-15,37822,101.84
2022-01-30,21075,125.39
2023-01-15,2809,207.7
2023-01-01,20089,150.19
2021-01-03,14240,100.3
2021-12-31,12331,108.94
2021-11-22,23759,73.56
2022-08-16,41131,200.36
2021-07-27,22396,164.63
2022-03-20,31661,154.04
2021-01-02,41,190.2
2022-03-29,52135,129.63
2022-06-20,54127,92.0
2022-01-12,32808,65.4
2021-12-18,7794,206.08
2021-10-21,28399,96.2
2023-04-21,21163,195.49
2021-10-31,38080,180.73
2021-10-16,64571,205.82
2021-01-08,63808,118.44
2021-09-30,38893,129.42
2021-08-27,23552,170.92
2023-03-16,3689,165.22
2022-08-20,40198,216.09
2022-02-15,56537,76.42
2021-07-23,9144,164.42
2021-09-25,20350,63.66
2022-03-09,27263,171.77
2022-03-31,41743,162.31
2021-12-14,57431,104.77
2022-08-15,15506,211.94
2021-09-02,56878,157.89
2022-10-28,64110,142.94
2022-03-14,24261,182.95
2023-01-19,52204,216.53
2021-09-20,63141,214.78
2021-05-26,43704,143.02
2021-10-16,20131,172.26
2021-02-07,44383,82.64
2022-04-30,38112,135.67
2021-05-29,7080,93.27
2023-01-13,28321,140.55
2022-02-25,1293,123.92
2022-10-11,6838,80.33
2023-02-16,1687,199.39
2021-01-23,37954,167.84
2021-10-08,26177,146.71
2021-02-07,56752,208.09
2023-04-03,30933,211.43
2021-01-09,7152,169.19
2022-04-19,9912,96.52
2021-07-28,34152,195.64
2022-05-13,14690,93.88
2021-04-01,56820,120.08
2021-12-04,38123,165.32
2023-04-06,52879,104.66
2021-07-17,21577,69.29
2023-01-10,3272,77.47
2021-12-09,47976,101.73
2021-06-06,60505,157.86
2021-10-22,31129,128.09
2023-03-28,17108,185.47
2022-08-07,22137,204.87
2021-04-21,29289,185.78
2023-02-28,15252,95.33
2021-03-07,51109,101.16
2021-11-11,6030,100.29
2021-12-01,38523,209.63
2023-01-13,40970,173.74
2022-07-13,46714,123.97
2023-03-02,60338,127.16
2021-12-15,35365,209.75
2022-01-03,51890,129.42
2022-04-05,2136,113.33
2022-11-23,3768,158.31
2022-08-27,23137,194.89
2021-02-12,33496,157.8
2023-03-27,24354,133.56
2022-08-13,52898,180.41
2022-08-18,60168,217.03
2022-04-17,7936,107.14
2021-08-24,63811,166.32
2021-06-03,64216,184.69
2023-03-19,12350,194.66
2021-11-18,35289,75.49
2022-01-16,31591,210.18
2022-02-27,50680,170.25
2022-05-07,46487,218.32
2021-01-21,53679,195.26
2022-09-18,17800,138.88
2022-02-13,25638,168.25
2021-01-07,41617,178.68
2022-05-04,9445,119.86
2022-01-10,28946,117.71
2022-12-31,33907,164.82
2022-09-20,12242,213.39
2021-06-10,62022,112.59
2022-03-22,4544,138.25
2021-08-19,7621,119.49
2021-01-31,26570,145.27
2023-04-14,35625,153.86
2023-01-02,61727,193.49
2021-10-28,41774,110.34
2022-12-31,25937,105.68
2022-02-26,11383,188.6
2022-12-07,51376,104.49
2021-03-08,3555,103.57
2022-11-01,7407,101.53
2023-02-15,35005,175.74
2021-05-01,19327,82.22
2021-09-24,15871,131.62
2023-02-27,41722,80.16
2022-02-03,62496,150.94
2022-05-24,55913,167.74
2022-12-27,22790,167.77
2022-12-17,16550,135.63
2022-07-12,13391,173.14
2022-06-30,11832,151.02
2022-09-05,4093,188.36
2022-01-10,37217,214.29
2021-09-10,59262,91.4
2021-01-23,29226,163.14
2022-11-18,11446,113.78
2022-04-03,1603,111.77
2021-09-19,24096,98.95
2022-01-21,17855,191.73
2022-10-28,44530,187.79
2022-08-07,41497,117.92
2021-02-25,14578,144.83
2021-09-02,50516,185.46
2023-01-23,27757,154.44
2021-09-26,64790,167.81
2023-02-16,15770,210.96
2021-07-31,22218,115.38
2021-11-09,50608,117.36
2021-12-04,8702,131.09
2022-02-23,45705,167.6
2022-05-07,24831,125.02
2021-07-15,753,132.32
2022-06-26,32219,205.28
2022-11-14,23839,91.76
2021-05-23,58068,99.24
2023-01-25,63174,106.28
2023-01-10,35440,190.73
2022-04-26,29846,190.38
2021-05-27,36878,113.17
2021-06-22,64947,132.66
2021-01-29,8398,184.35
2022-04-06,52395,94.08
2022-06-25,21724,69.54
2021-06-12,34309,204.83
2022-01-31,63841,148.74
2022-09-28,20018,195.51
2022-11-11,23987,182.4
2022-08-04,59964,66.16
2023-03-29,40124,209.5
2021-04-18,22802,144.36
2022-03-26,23400,170.82
2023-04-03,49549,88.23
2021-04-23,33901,171.27
2021-05-28,16033,92.69
2021-02-15,3362,138.04
2022-01-10,44686,100.17
2022-06-20,6987,101.16
2023-02-03,7036,88.75
2021-05-19,9875,101.56
2021-02-14,42160,94.21
2022-07-14,57461,78.78
2023-02-22,12685,217.39
2023-03-12,22112,77.51
2023-02-12,47881,193.36
2021-12-11,12836,170.38
2023-04-11,4195,138.88
2022-09-26,47653,62.82
2023-03-19,30237,201.46
2023-01-22,32848,118.58
2021-07-17,17738,101.85
2023-02-18,893,112.73
2021-04-25,50558,84.19
2021-11-27,47196,111.56
2022-12-01,11994,115.01
2023-03-29,42306,175.28
2022-10-06,58537,102.92
2021-02-03,32121,196.86
2021-06-30,27054,69.79
2022-01-29,57924,160.32
2022-01-01,1365,82.41
2023-02-01,19150,108.36
2023-03-29,26164,94.74
2021-09-02,4487,68.36
2022-08-20,18901,182.13
2022-05-14,31470,112.5
2023-02-01,33513,193.99
2021-01-26,35068,119.7
2022-12-10,39990,147.7
2022-01-08,31994,139.03
2022-11-13,46801,198.39
2021-01-31,26455,125.33
2022-09-09,24357,113.29
2022-07-13,9801,104.41
2021-10-18,34871,209.35
2021-12-04,34878,155.97
2022-01-26,57274,110.61
2022-02-08,63683,86.06
2021-07-31,3153,206.35
2022-05-22,4443,159.69
2022-12-01,40491,139.77
2021-07-02,4888,119.88
2021-10-06,45388,188.55
2021-02-15,23957,84.91
2022-03-26,20450,207.79
2022-04-24,29837,89.16
2021-01-03,36949,178.97
2022-02-11,16568,201.58
2021-06-16,13728,149.18
2021-08-28,4271,146.72
2022-07-17,35296,172.1
2022-10-26,18965,92.21
2021-08-21,28720,68.26
2023-02-11,38517,84.98
2022-12-23,25633,174.69
2021-10-17,41224,89.87
2021-01-10,4728,211.01
2021-12-27,72,112.24
2021-03-26,64928,209.36
2021-09-13,38769,91.93
2022-07-09,59987,193.35
2021-09-06,44239,137.95
2021-11-22,34732,207.06
2022-10-31,62396,124.9
2022-02-10,35620,91.32
2022-09-17,2667,135.26
2022-02-16,43298,169.12
2021-12-31,45630,216.42
2021-11-12,45135,110.38
2023-03-17,18393,96.2
2022-08-10,23782,82.82
2023-03-18,9612,209.43
2021-12-09,3240,92.65
2023-02-25,16362,191.19
2022-08-30,40331,144.31
2021-04-17,5154,122.67
2022-06-22,62825,71.47
2021-10-25,48979,140.11
2021-10-20,6492,124.01
2022-01-26,2286,190.63
2022-09-21,45105,214.31
2022-03-17,60619,101.95
2022-04-08,46449,72.93
2021-04-29,24351,217.79
2021-09-10,12100,175.38
2021-05-28,19171,127.97
2021-01-27,32912,107.95
2021-01-31,58270,171.4
2021-03-21,48379,180.16
2021-03-04,22978,128.98
2023-03-02,56390,102.49
2022-07-01,7314,210.63
2022-09-27,8325,165.76
2023-02-09,1959,204.07
2022-06-22,36742,109.26
2022-04-07,14831,172.39
2021-08-10,38347,194.68
2021-09-16,63731,176.36
2022-05-15,34137,129.4
2021-03-03,63823,74.44
2021-11-21,1406,199.54
2022-09-17,3460,182.74
2021-03-01,52544,82.86
2022-02-21,4864,183.48
2021-04-27,4827,96.77
2023-04-06,12963,123.81
2023-01-27,49755,104.91
2021-10-28,32409,138.42
2021-03-22,41814,139.54
2022-09-14,55397,188.97
2022-06-10,45419,168.7
2021-07-01,37668,157.59
2023-02-21,40105,74.79
2022-11-29,3415,107.87
2022-11-12,63286,78.75
2021-12-17,25415,134.23
2022-05-30,29032,155.07
2022-09-12,11776,145.19
2022-12-27,3431,142.41
2022-11-24,48685,102.76
2022-05-24,39077,96.9
2022-04-23,9566,170.15
2022-11-04,6063,84.62
2021-09-20,22093,79.89
2021-06-26,30109,210.58
2021-10-30,14051,185.5
2022-06-01,9713,172.43
2021-10-21,22605,180.52
2021-08-06,3442,119.25
2022-03-30,61862,102.25
2021-08-04,722,144.39
2021-01-29,31146,109.1
2021-09-27,61416,99.21
2021-08-29,16781,191.01
2023-03-21,9733,147.06
2022-10-10,52462,204.48
2022-09-25,45266,199.62
2022-08-18,35159,171.8
2022-06-20,2336,67.92
2021-03-06,11030,190.33
2022-01-15,25092,213.38
2023-04-01,32833,142.34
2022-02-13,46479,161.95
2022-11-28,19165,122.1
2021-06-27,22393,215.76
2021-07-09,28926,141.39
2023-01-04,27335,203.3
2022-10-30,41751,154.57
2021-12-16,23704,115.8
2021-06-25,39880,123.38
2022-11-14,60303,186.5
2021-11-30,63468,119.25
2021-01-30,56155,65.48
2023-02-02,25067,165.77
2021-01-31,15596,166.43
2022-12-22,9287,62.61
2021-02-20,28964,84.76
2021-04-03,26611,106.81
2022-08-08,40927,191.65
2023-01-11,58213,182.27
2022-01-27,37085,163.85
2023-01-20,50383,141.67
2021-01-27,54383,186.58
2023-04-01,1511,199.2
2021-07-17,34397,132.04
2022-01-16,45011,211.24
2021-09-05,22536,214.84
2022-09-10,13855,67.94
2021-10-08,57830,137.67
2022-05-24,50792,149.8
2022-10-14,31908,204.21
2021-05-30,53531,161.65
2022-04-29,52836,155.94
2022-09-29,58299,63.31
2021-02-10,21818,181.0
2021-12-23,4235,82.7
2021-02-28,49225,86.94
2022-02-14,56698,87.75
2022-05-12,34961,209.73
2022-11-17,28315,148.65
2023-03-08,9417,122.89
2022-07-25,41242,185.17
2021-06-26,53254,161.64
2022-06-10,33026,175.96
2021-02-10,30238,74.13
2022-02-22,61785,108.99
2021-05-10,21889,115.2
2022-04-26,30328,210.12
2021-01-13,54430,81.9
2022-11-29,41526,157.48
2021-01-04,23134,214.05
2021-05-12,39007,98.39
2022-04-30,54934,190.69
2022-06-21,9257,105.0
2021-04-02,8038,200.82
2021-12-11,5767,205.68
2023-02-12,48256,84.09
2022-05-28,59862,125.77
2022-11-19,61451,98.91
2022-08-15,34251,115.04
2021-04-19,37502,156.79
2022-07-23,24720,163.32
2022-11-01,36229,138.21
2022-10-20,21039,179.05
2021-11-06,32008,128.56
2022-04-18,44727,113.34
2022-11-19,36521,172.94
2023-03-07,30281,149.22
2023-01-18,15930,190.19
2021-01-08,20428,77.9
2022-02-17,12276,107.99
2022-10-07,24013,115.59
2021-04-17,47921,170.24
2021-11-16,38230,105.18
2022-04-04,52597,154.59
2022-11-13,53587,185.86
2022-08-20,17312,151.07
2022-03-20,17118,192.9
2022-03-17,57136,85.59
2021-09-01,49215,193.67
2022-06-01,58416,203.61
2021-04-12,32635,98.79
2022-12-23,4217,179.02
2021-04-13,12325,169.21
2022-10-04,37069,72.82
2022-12-21,18809,108.89
2021-02-12,16018,76.46
2023-04-15,52926,125.2
2022-01-05,49328,89.97
2021-12-10,1302,89.09
2021-05-12,58278,138.17
2023-03-06,42961,192.22
2022-04-20,34527,119.75
2021-06-26,4661,92.25
2021-04-24,56957,71.13
2021-11-24,45484,79.23
2021-05-30,44387,93.82
2023-03-08,38491,148.22
2022-03-28,12576,149.25
2023-01-28,65183,169.89
2021-07-15,15206,77.04
2021-09-03,36630,191.88
2022-06-05,21184,112.36
2021-01-13,19746,87.76
2022-11-18,33938,158.06
2022-07-14,30147,63.84
2021-11-20,52585,130.38
2021-04-23,25515,143.3
2021-12-28,34914,108.63
2022-12-20,41519,136.7
2022-08-14,47726,116.16
2023-04-28,24121,202.12
2021-05-13,40551,160.47
2022-06-16,48487,159.73
2022-11-10,56501,76.68
2022-03-27,42568,81.14
2022-09-30,39366,123.79
2023-04-25,32792,166.29
2022-02-08,12737,79.29
2023-02-05,57219,113.14
2022-08-08,22672,194.51
2022-03-01,60454,74.6
2021-08-31,14330,176.26
2022-10-08,28174,172.65
2022-09-18,37788,157.71
2021-01-16,15356,187.59
2021-07-20,65056,190.49
2022-04-17,49330,78.36
2022-04-01,1311,206.51
2021-08-11,31281,88.71
2022-04-15,51331,214.93
2023-03-16,64777,74.72
2021-08-05,15417,165.44
2022-10-18,57472,68.97
2021-02-14,20101,158.91
2022-05-26,50093,144.51
2022-02-07,35661,75.53
2021-03-26,15849,104.73
2021-11-24,19315,187.75
2022-07-24,23443,83.47
2021-09-05,62571,192.32
2021-10-07,16928,216.3
2022-07-28,9430,79.0
2022-11-20,15343,217.21
2021-04-08,17605,217.39
2023-04-22,50258,139.33
2021-05-20,62215,65.6
2021-09-28,59085,142.8
2022-04-07,58195,70.18
2022-05-25,16817,201.74
2021-03-21,1931,116.08
2022-11-09,25724,132.62
2021-09-28,52079,130.51
2021-09-28,39792,191.77
2021-04-06,5643,92.35
2021-07-08,32310,110.71
2022-09-07,38497,201.66
2021-07-28,20922,130.84
2022-03-13,45872,173.27
2021-07-02,55569,163.3
2023-03-09,26597,195.89
2022-12-23,24222,115.86
2021-07-27,55025,106.17
2022-09-29,38791,163.44
2021-02-27,16160,200.56
2021-10-29,25305,120.97
2022-06-11,39844,104.05
2022-10-09,658,150.52
2021-05-21,13016,74.81
2021-02-12,59878,134.5
2021-08-22,23478,104.2
2022-11-06,10371,132.75
2022-07-14,12613,179.09
2022-03-31,46093,127.5
2022-01-16,1937,116.83
2022-03-19,64770,204.15
2022-02-13,2617,146.65
2022-05-27,64628,215.01
2021-12-20,57954,126.15
2022-05-03,62036,216.15
2021-06-27,48512,62.06
2021-04-14,9305,181.81
2021-06-15,59537,206.34
2021-07-10,46122,64.03
2021-09-04,3966,168.02
2023-03-27,27964,192.18
2022-07-29,45295,68.04
2022-10-06,16194,122.62
2022-04-10,18896,197.57
2021-10-29,63418,79.47
2022-09-14,5165,116.58
2021-07-24,11922,85.35
2022-09-23,54466,172.9
2021-09-23,40178,188.79
2022-11-22,36151,103.88
2021-02-14,52670,89.42
2021-12-27,13548,76.98
2022-08-12,61796,141.69
2021-03-12,31129,187.77
2021-11-11,10533,182.55
2022-06-19,46156,88.15
2021-03-15,4901,203.83
2022-05-09,52296,132.6
2021-03-17,54954,211.77
2021-10-12,35788,151.94
2021-12-29,52127,81.26
2022-09-03,35119,132.45
2023-02-07,37382,98.18
2022-05-06,16945,154.88
2021-09-08,60350,90.87
2022-06-16,16219,162.29
2022-03-19,23233,163.97
2021-05-17,21174,61.86
2021-01-17,47942,196.78
2021-05-02,18103,128.1
2022-11-27,8067,76.72
2023-02-04,27748,98.63
2023-03-02,5164,158.45
2022-09-15,24461,104.65
2021-11-28,2255,89.3
2022-05-03,34374,189.51
2021-06-23,38388,218.21
2022-04-26,61717,84.59
2021-12-15,25541,66.34
2023-01-11,48618,205.85
2022-02-11,32361,145.42
2021-07-14,38031,108.73
2022-03-12,23684,123.39
2022-03-25,38429,92.8
2023-01-29,61238,128.8
2021-02-22,45576,82.48
2021-12-23,60336,102.21
2021-02-15,61669,116.24
2021-12-04,4691,166.82
2021-09-25,31389,142.36
2022-02-12,16759,175.58
2021-05-27,49399,67.87
2021-09-24,11021,158.5
2022-01-03,52664,119.43
2022-01-25,58652,187.88
2021-03-25,22617,160.02
2022-06-11,45298,99.52
2023-02-02,47177,114.37
2022-03-14,53428,75.84
2021-11-23,40373,145.53
2021-06-18,36131,97.85
2022-03-19,5853,135.45
2022-06-07,20200,64.52
2022-12-06,42633,85.97
2022-07-15,29938,186.07
2022-06-26,31619,184.46
2021-03-17,24374,161.04
2022-05-30,2870,140.59
2023-04-03,39798,116.66
2022-04-28,61127,114.97
2022-09-06,43353,213.14
